constant folder exists!
system folder exists!
constant/polyMesh folder exists!
Everything is clear!
I am the mesh constructor
Mesh was read successfully!


 Cell Volumes            Cell Centers
0.00659207          [ 0.00636598 0.00146584 0.000481512 ]

0.000750743          [ 0.0128711 0.00560066 0.00422803 ]

0.00374567          [ 0.0115994 0.00119787 0.000815593 ]

0.00110393          [ 0.00406443 0.000895046 0.00276734 ]

2.22178e-05          [ 1.79805 1.95553 0.1375 ]

2.22178e-05          [ 0.0444718 1.79805 0.1375 ]

0.00203219          [ 0.021882 0.000521232 0.00167644 ]

0.00566972          [ 0.00855331 0.00784316 0.000600885 ]

0.000826357          [ 0.00128182 0.00615426 0.00412273 ]

0.0072507          [ 0.000701396 0.0066883 0.000469864 ]

0.00500173          [ 0.00877008 0.00644474 0.00063732 ]

0.0032599          [ 0.00988831 0.000767204 0.000977855 ]

0.00390761          [ 0.00361647 0.0112257 0.000815768 ]

0.00146718          [ 0.00170463 0.00963192 0.00217267 ]

0.00237583          [ 0.0103579 0.0132483 0.00110088 ]

0.00353836          [ 0.00185625 0.00695479 0.000739186 ]

1.90219e-05          [ 1.65471 0.706301 0.1375 ]

0.00223927          [ 0.00599981 0.00293315 0.00116802 ]

2.15457e-05          [ 1.49652 1.74589 0.1375 ]

0.00380506          [ 0.00790164 0.00892444 0.000716265 ]

0.00194389          [ 0.0028165 0.0165871 0.00152402 ]

0.00453088          [ 0.00125464 0.00663584 0.000601524 ]

0.00167379          [ 0.0224738 0.006481 0.00176996 ]

0.000257799          [ 0.131723 0.0371469 0.0105719 ]

0.00233362          [ 0.00464851 0.00234613 0.00126951 ]

0.00102561          [ 0.00933735 0.00554268 0.00265738 ]

0.00297649          [ 0.00690092 0.00530877 0.000834923 ]

0.00476617          [ 0.00377088 0.00198161 0.000486554 ]

0.00317344          [ 0.00628497 0.00967184 0.00104547 ]

0.0064944          [ 0.00281534 0.00432362 0.000455947 ]

0.00389263          [ 0.00293312 0.00695953 0.000596383 ]

0.00907392          [ 0.00298557 0.00246307 0.000255843 ]

1.68836e-05          [ 0.395436 0.676248 0.1375 ]

0.00403132          [ 0.00554402 0.00165613 0.000575866 ]

0.0102959          [ 0.00394841 0.0041036 0.000407866 ]

0.00474988          [ 0.0040025 0.00863562 0.000892124 ]

0.00518872          [ 0.00812372 0.00392818 0.000807473 ]

3.08355e-05          [ 0.668982 0.616894 0.1375 ]

0.000176423          [ 0.121155 0.181849 0.0127021 ]

1.62978e-05          [ 0.0314858 1.3115 0.1375 ]

0.00280926          [ 0.0114202 0.0039943 0.000797699 ]

0.00258622          [ 0.00433877 0.000198416 0.000866493 ]

2.1522e-05          [ 1.42152 1.55988 0.1375 ]

0.000417358          [ 0.0226957 0.0733042 0.00709051 ]

0.0025157          [ 0.0133543 0.00495246 0.00117717 ]

0.00329968          [ 0.00377309 0.00287065 0.000896839 ]

9.98792e-05          [ 0.185738 0.170767 0.0280776 ]

0.000850272          [ 0.0235825 0.0208903 0.00355957 ]

0.00273669          [ 0.00737793 0.0135549 0.00098207 ]

0.00359049          [ 0.000556246 0.00562349 0.000748539 ]

1.95463e-05          [ 1.89782 0.967013 0.1375 ]

8.20248e-05          [ 0.230437 0.0243486 0.0327659 ]

0.00396566          [ 0.011332 0.00599241 0.000794429 ]

0.00239044          [ 0.00994119 0.000370504 0.00131793 ]

0.00565251          [ 0.00390281 0.00795025 0.000557352 ]

0.0021772          [ 0.000406792 0.0101326 0.00144701 ]

0.00231099          [ 0.00670661 0.00676959 0.00116515 ]

0.000850031          [ 0.0221665 0.0354468 0.00383695 ]

0.00255842          [ 0.000299254 0.00434381 0.00107179 ]

0.00229729          [ 0.00483755 0.0170285 0.00119362 ]

1.99425e-05          [ 1.44273 0.0383912 0.1375 ]

1.99425e-05          [ 1.96161 1.44273 0.1375 ]

0.0041952          [ 0.00450314 0.00814026 0.000678774 ]

0.00163857          [ 0.00443649 0.0115293 0.00173785 ]

0.00414666          [ 0.00823554 0.00543278 0.000686718 ]

0.00212664          [ 0.0105932 0.0034183 0.00133901 ]

2.36112e-05          [ 1.77778e-35 2.14286e-34 1.41176e-34 ]

0.013966          [ 0.545223 0.586516 0.0294941 ]

0.00732404          [ 0.0852646 1.1164 0.0561739 ]

0.00675236          [ 5.63182e-38 9.12562e-36 4.93654e-37 ]

0.00745328          [ 8.26577e-36 5.63182e-38 4.4723e-37 ]

0.0144239          [ 0.566878 0.527175 0.0285235 ]

0.00747637          [ 1.09562 0.0834225 0.0550953 ]

2.13908e-05          [ 2.3595e-34 1.77778e-35 1.5583e-34 ]

0.00441461          [ 0.00724554 0.00574766 0.000577759 ]

0.00238651          [ 0.0106321 0.00214249 0.00106875 ]

0.00348512          [ 0.00336449 0.00917795 0.000731849 ]

0.0012372          [ 0.00413278 0.00947756 0.00206157 ]

0.00514158          [ 0.00446195 0.00664349 0.000484298 ]

0.00229976          [ 0.000896176 0.0099756 0.00108275 ]

0.00363795          [ 0.00938937 0.00364974 0.000684468 ]

0.00136902          [ 0.00969862 0.00150545 0.00181887 ]

1.83643e-05          [ 1.09313 1.30548 0.1375 ]

0.00373336          [ 0.00758027 0.011334 0.000837021 ]

2.27266e-05          [ 0.138125 1.24523 0.1375 ]

0.00718367          [ 0.00589031 0.00238781 0.000435001 ]

0.0026334          [ 0.00651371 0.00119203 0.00118664 ]

0.00239377          [ 0.00789707 0.00987854 0.00133279 ]

0.00668721          [ 1.22765 0.632106 0.0616891 ]

1.86245e-05          [ 1.8339e-33 1.77778e-35 1.78975e-34 ]

0.0114376          [ 0.351781 0.717772 0.0360677 ]

0.00309788          [ 1.0688e-37 1.04946e-35 1.076e-36 ]

0.00412484          [ 0.00498732 0.00734726 0.000753335 ]

0.00582581          [ 0.00349224 0.0051068 0.000515265 ]

0.00174889          [ 0.00791746 0.0110036 0.00165681 ]

0.000625279          [ 0.0206564 0.0302788 0.00445799 ]

0.00642073          [ 0.00739012 0.00875109 0.000630981 ]

0.00133071          [ 0.0020594 0.0356577 0.00304452 ]

0.00947855          [ 0.00592795 0.00121104 0.000427424 ]

0.00151313          [ 0.00758621 0.00181112 0.00267747 ]

0.00391391          [ 0.011186 0.00061884 0.00095378 ]

0.00512929          [ 0.0101137 0.0085355 0.000727782 ]

0.000950956          [ 0.002547 0.0110596 0.00392553 ]

0.00446906          [ 0.00235333 0.0116078 0.0008353 ]

1.446e-05          [ 0.768531 1.17765 0.1375 ]

0.00265675          [ 0.00791838 0.00464452 0.00103154 ]

0.00870842          [ 0.00255418 0.00420222 0.000314366 ]

0.00328852          [ 0.000980791 0.00676381 0.000832481 ]

0.00517055          [ 0.00707754 0.00339948 0.000529467 ]

0.00158812          [ 0.0110679 0.00203092 0.00172381 ]

0.00265885          [ 0.00817873 0.0102052 0.00102165 ]

2.38279e-05          [ 0.63067 1.09816 0.1375 ]

1.96083e-05          [ 1.93169 1.11865 0.1375 ]

0.00135431          [ 0.0161962 0.000988999 0.00199078 ]

0.00231045          [ 0.000579721 0.00747986 0.00116693 ]

0.000884063          [ 0.0195482 0.0428444 0.00304972 ]

0.00477483          [ 0.00442533 0.00431936 0.000735427 ]

0.00272715          [ 0.00989171 0.0137617 0.00115824 ]

2.29722e-05          [ 0.366273 1.17429 0.1375 ]

0.00793129          [ 0.00473193 0.00239157 0.000398255 ]

0.00287368          [ 0.00660069 0.00292799 0.00109918 ]

0.00858299          [ 0.00324227 0.00313758 0.000321404 ]

0.00203649          [ 0.00650918 0.0137196 0.00136013 ]

0.00561223          [ 0.0047894 0.00218701 0.000490623 ]

2.01152e-05          [ 0.613002 0.658036 0.1375 ]

0.00419057          [ 0.00408351 0.002963 0.000668477 ]

2.21911e-05          [ 1.45028 1.32462 0.1375 ]

0.000549488          [ 0.0272751 0.0585697 0.00555295 ]

0.00249419          [ 0.0117781 0.00488793 0.00122261 ]

0.00360152          [ 0.00338714 0.00416139 0.000847218 ]

0.00552282          [ 0.00280565 0.00443883 0.000458307 ]

0.00555276          [ 0.0041688 0.00764378 0.000537157 ]

0.00524674          [ 0.000179296 0.00441194 0.000568487 ]

0.000368425          [ 0.115204 0.0549269 0.00809581 ]

2.16924e-05          [ 0.932883 0.0433663 0.1375 ]

0.00724063          [ 0.0036933 0.00576542 0.000431745 ]

0.00084971          [ 0.0043842 0.0314717 0.00367902 ]

0.0106694          [ 0.00391261 0.00175537 0.000292996 ]

0.00207991          [ 0.00900463 0.00179109 0.001503 ]

0.00267635          [ 0.00754473 0.00620542 0.000813101 ]

0.00545989          [ 0.00398054 0.00321913 0.000419693 ]

0.00756859          [ 0.00615213 0.00368823 0.000445191 ]

0.00773627          [ 0.00583508 0.00361159 0.000423216 ]

0.00574292          [ 0.00486072 0.000426163 0.000586716 ]

0.00589255          [ 0.00474163 0.000421155 0.000555636 ]

0.00205937          [ 0.0102438 0.0226103 0.00163617 ]

2.45052e-05          [ 0.0998735 0.860865 0.1375 ]

0.00187771          [ 0.0104825 0.0240408 0.00174367 ]

2.38117e-05          [ 0.104221 0.826617 0.1375 ]

0.00271148          [ 0.0055664 0.00949944 0.000974528 ]

0.00306114          [ 0.0132911 0.00705041 0.000951105 ]

0.00429119          [ 0.00502944 0.000387473 0.000678475 ]

2.11743e-05          [ 0.980732 1.92147 0.1375 ]

0.000834388          [ 0.00199274 0.024888 0.00348934 ]

0.0049749          [ 0.00543277 0.00881054 0.000654401 ]

0.00285146          [ 0.00123527 0.00947848 0.00114172 ]

0.00323635          [ 0.0135435 0.00628065 0.00100594 ]

0.00244021          [ 0.00832975 0.00144345 0.00133414 ]

0.00555913          [ 0.00268465 0.00446471 0.000454881 ]

0.00491056          [ 0.00483476 0.00531295 0.000415021 ]

0.00605963          [ 0.000586483 0.00391796 0.000336322 ]

0.000275722          [ 0.0946229 0.0214059 0.00739146 ]

0.000372696          [ 0.0158362 0.00953557 0.00546823 ]

0.00359529          [ 0.00415353 0.00725855 0.00064142 ]

0.00301714          [ 0.00853769 0.0060783 0.0007529 ]

0.00162387          [ 0.00458568 0.00919603 0.00142012 ]

0.00241319          [ 0.00727232 0.00289537 0.000901062 ]

0.00341544          [ 0.0060546 0.0098337 0.000847585 ]

0.00241081          [ 0.00353442 0.00857762 0.00120078 ]

0.0036115          [ 0.00925995 0.00590711 0.00079812 ]

0.00245569          [ 0.008726 0.00346811 0.00117882 ]

0.000525264          [ 0.027435 0.0150387 0.00369898 ]

0.00334201          [ 0.0104987 0.000985948 0.000796457 ]

0.00594578          [ 0.00595743 0.00590111 0.000447673 ]

0.000576773          [ 0.0057129 0.00629347 0.00461493 ]

0.00356319          [ 0.00101872 0.00994096 0.000747017 ]

0.00720384          [ 0.00179655 0.00326874 0.000292692 ]

0.00128332          [ 0.00554942 0.0100848 0.00164301 ]

0.0051002          [ 0.00471163 0.00354583 0.000421936 ]

1.57363e-05          [ 1.15556 0.464679 0.1375 ]

0.00503686          [ 0.00750837 0.00473954 0.00058843 ]

0.00391976          [ 0.00490795 0.00964821 0.000756129 ]

0.0102063          [ 0.00339308 0.00212728 0.000261808 ]

0.00187376          [ 0.0127404 0.00282415 0.00158176 ]

0.0021133          [ 0.0102738 0.0020044 0.00126441 ]

0.00181958          [ 0.00290825 0.0105728 0.00162886 ]

0.00729883          [ 0.00235038 0.00474471 0.000366098 ]

0.000457588          [ 0.00925702 0.0374901 0.00583951 ]

0.00470017          [ 0.00896061 0.00785288 0.000751969 ]

0.00742116          [ 0.00567387 0.00481108 0.000467105 ]

0.00341327          [ 0.0108136 0.00272255 0.00103548 ]

0.00421007          [ 0.00344396 0.0100037 0.000839506 ]

0.000514364          [ 0.0694134 0.0161647 0.00673931 ]

0.00858663          [ 0.001714 0.00490375 0.000403705 ]

0.00135019          [ 0.00688258 0.0107387 0.00261769 ]

0.00121311          [ 0.00685394 0.0121321 0.00285751 ]

0.0035195          [ 0.00703089 0.00903081 0.000702197 ]

0.00288953          [ 0.00144087 0.00856376 0.000855289 ]

0.00419158          [ 0.00758282 0.00267255 0.000589608 ]

0.00112177          [ 0.00998616 0.00371149 0.00220311 ]

0.00139729          [ 0.0115193 0.00980226 0.00155009 ]

1.95722e-05          [ 0.901463 1.61883 0.1375 ]

0.00156921          [ 0.00475421 0.0112436 0.00171499 ]

0.000894263          [ 0.0331252 0.0224691 0.00281139 ]

0.00418549          [ 0.00504439 0.00174885 0.000631379 ]

0.00282363          [ 0.00542534 0.0073802 0.000838641 ]

0.00497418          [ 0.00629566 0.00715876 0.00053738 ]

0.00597954          [ 0.000547103 0.00523715 0.000447029 ]

0.000308936          [ 0.115263 0.0244861 0.00865235 ]

0.00067179          [ 0.0112604 0.00486971 0.00397896 ]

0.00314017          [ 0.00487385 0.00675914 0.000803949 ]

0.00488437          [ 0.00530053 0.00377819 0.000525518 ]

0.00661785          [ 0.00247962 0.00396244 0.000338268 ]

0.00177066          [ 0.00357987 0.00926759 0.00126428 ]

0.00485435          [ 0.00540108 0.00332669 0.000461084 ]

0.00126263          [ 0.0127955 0.00502162 0.00177347 ]

0.00474672          [ 0.00715417 0.00728863 0.000670469 ]

0.00373881          [ 0.0031278 0.0090828 0.000851214 ]

0.00305288          [ 0.0115514 0.00411879 0.00106305 ]

0.00166609          [ 0.00740204 0.00701897 0.00191018 ]

1.71876e-05          [ 0.367191 0.0602015 0.1375 ]

0.00336308          [ 0.00991369 0.0018766 0.000702718 ]

0.00512442          [ 0.00020192 0.00547654 0.000461184 ]

0.00753559          [ 0.00372421 0.00442441 0.000313618 ]

0.00753679          [ 0.00453302 0.0038131 0.000320926 ]

0.00506402          [ 0.00567505 0.00020092 0.000477635 ]

0.0035699          [ 0.00180489 0.00957013 0.000677541 ]

1.75909e-05          [ 0.0578401 0.366284 0.1375 ]

0.00357683          [ 0.00785335 0.00951519 0.000815153 ]

0.00309821          [ 0.00270331 0.00906654 0.000941078 ]

0.00400078          [ 0.00864963 0.00364137 0.000741076 ]

0.00138563          [ 0.0105139 0.00614905 0.00213974 ]

0.00211646          [ 0.0154696 0.00192161 0.00118081 ]

6.91506e-05          [ 0.0588139 0.052211 0.0361406 ]

0.00849162          [ 0.00380189 0.00385566 0.000294307 ]

0.00824552          [ 0.000437865 0.00391536 0.000303091 ]

0.00347834          [ 0.00463549 0.00555691 0.000754974 ]

0.00529042          [ 0.00549458 0.00734699 0.000553764 ]

0.00470384          [ 0.00588535 0.00776082 0.000595272 ]

0.00239909          [ 0.00156072 0.0121165 0.00122115 ]

0.00220766          [ 0.00191268 0.0125399 0.00126834 ]

0.0038834          [ 0.0100089 0.00348776 0.000754402 ]

0.00427916          [ 0.00853102 0.00304837 0.000654348 ]

0.00148713          [ 0.00910774 0.00251782 0.00197 ]

0.00116988          [ 0.0111503 0.00360938 0.00239347 ]

0.00305007          [ 0.00780813 0.00821136 0.000968804 ]

0.00266738          [ 0.00977114 0.00983501 0.00118945 ]

0.00896715          [ 0.000976307 0.00407089 0.000304237 ]

0.000840569          [ 0.00378043 0.0104152 0.00324558 ]

0.00627895          [ 0.00581375 0.00492555 0.000434489 ]

0.00163894          [ 0.0188702 0.00193888 0.00166457 ]

0.00323185          [ 0.0042611 0.00213448 0.00054 ]

1.5533e-05          [ 0.784528 0.771274 0.1375 ]

0.0041782          [ 0.00552266 0.00624104 0.000604222 ]

0.00243552          [ 0.00437056 0.00947424 0.00103656 ]

0.00287074          [ 0.0109845 0.00575244 0.00106185 ]

0.00206986          [ 0.0083542 0.00648015 0.00154055 ]

0.00678867          [ 0.00505165 0.00595865 0.000447032 ]

0.00220121          [ 0.00167659 0.0155796 0.00137867 ]

0.00851536          [ 0.00475039 0.00115648 0.000356386 ]

0.000850075          [ 0.0115847 0.00434141 0.00356998 ]

0.00560601          [ 0.00294526 0.00427975 0.000493884 ]

1.88146e-05          [ 1.35875 0.108018 0.1375 ]

0.00103231          [ 0.0344829 0.0247643 0.00250605 ]

0.00445767          [ 0.00270654 0.00798554 0.00058035 ]

0.00306838          [ 0.00066234 0.003932 0.000843119 ]

0.00561464          [ 0.00370748 0.00669605 0.000492626 ]

0.00328195          [ 0.000803059 0.00634261 0.000842765 ]

0.00235596          [ 0.0159578 0.00824096 0.00117401 ]

0.000170732          [ 0.113718 0.0154371 0.0162003 ]

0.0014936          [ 0.0163305 0.0228766 0.00207959 ]

0.00425787          [ 0.002586 0.00572849 0.000729489 ]

2.27997e-05          [ 1.51225 0.920575 0.1375 ]

0.00217317          [ 0.00975543 0.00517288 0.00145636 ]

0.00545725          [ 0.00588934 0.00587454 0.000473882 ]

0.00311909          [ 0.00178165 0.0103042 0.000829119 ]

0.00334856          [ 0.00957391 0.00163543 0.000772301 ]

0.000948109          [ 0.00577606 0.00586127 0.00272763 ]

0.00444788          [ 0.00307838 0.0082786 0.000608012 ]

0.00110971          [ 0.00226545 0.0123385 0.00243699 ]

0.00492522          [ 0.00747625 0.00520666 0.000549085 ]

0.0022452          [ 0.0114217 0.00111972 0.00120451 ]

0.00118155          [ 0.0298319 0.0355904 0.00280122 ]

2.40711e-05          [ 0.253016 1.46432 0.1375 ]

0.00570593          [ 0.00736986 0.00225982 0.00058006 ]

0.00258825          [ 0.00498188 0.00235309 0.00127877 ]

0.00988704          [ 0.00327983 0.00304805 0.000281794 ]

0.00580679          [ 0.00178912 0.00558447 0.000479802 ]

0.00371372          [ 0.00811482 0.00218041 0.00075022 ]

2.02626e-05          [ 0.399624 0.51272 0.1375 ]

0.00516122          [ 0.00738397 0.00736593 0.000631459 ]

0.0104735          [ 0.00353089 0.00352504 0.000297319 ]

0.00345531          [ 0.00271694 0.0110295 0.000943215 ]

0.0054584          [ 0.00153427 0.00677502 0.000570492 ]

0.00376245          [ 0.0101044 0.00247041 0.000866218 ]

0.00565788          [ 0.00652532 0.00146935 0.000550378 ]

0.00126645          [ 0.00733925 0.00741274 0.00257341 ]

2.26471e-05          [ 0.367085 0.36979 0.1375 ]

0.00518488          [ 0.00679207 0.000232162 0.000782784 ]

0.00598453          [ 0.00966342 0.00588451 0.000678188 ]

2.95174e-05          [ 0.0407804 0.806938 0.1375 ]

0.00148713          [ 0.0160166 0.0388877 0.00272918 ]

0.00858462          [ 0.00379327 0.00341376 0.000319097 ]

0.00460886          [ 0.00228667 0.00706546 0.00059436 ]

0.0051564          [ 0.00568338 0.00141202 0.000531247 ]

1.99224e-05          [ 0.365467 0.529 0.1375 ]

0.00158592          [ 0.00944641 0.0126547 0.00203134 ]

2.30094e-05          [ 0.620927 0.825012 0.1375 ]

0.00164931          [ 2.00753e-37 2.0712e-35 2.02105e-36 ]

0.00829401          [ 0.509722 0.98982 0.049738 ]

0.00154998          [ 2.09721e-35 2.13618e-37 2.15057e-36 ]

0.00981804          [ 0.836173 0.409747 0.0420173 ]

0.00129696          [ 0.0296049 0.036563 0.00282919 ]

2.66861e-05          [ 0.223019 1.43881 0.1375 ]

0.00406772          [ 0.0116578 0.00368165 0.000902063 ]

0.00256536          [ 0.00583776 0.00231995 0.00143034 ]

2.00417e-05          [ 1.69501 1.3533 0.1375 ]

0.00208767          [ 0.0129917 0.00292793 0.00132 ]

0.000937612          [ 0.0138234 0.0362312 0.0029391 ]

0.00236713          [ 0.00258226 0.00547539 0.00116417 ]

0.00482771          [ 0.00631912 0.00896677 0.000720879 ]

0.00806389          [ 0.00365948 0.00500092 0.000405708 ]

0.002806          [ 0.00261298 0.010872 0.00124027 ]

0.00389793          [ 0.00186248 0.00757059 0.000839313 ]

0.00321605          [ 0.0134603 0.00625428 0.00108213 ]

0.00648467          [ 0.00621879 0.00278766 0.00050451 ]

0.00228947          [ 0.00878546 0.0032025 0.00152008 ]

2.37933e-05          [ 0.759752 0.30512 0.1375 ]

0.00279144          [ 0.00921431 0.00513243 0.00088065 ]

0.00105345          [ 0.0135336 0.00949481 0.00232013 ]

1.72619e-05          [ 1.3011 1.93875 0.1375 ]

0.00161544          [ 0.000654535 0.013903 0.00146926 ]

0.0013207          [ 0.0253398 0.00913476 0.00179716 ]

0.00164516          [ 0.0073332 0.000642711 0.00144272 ]

0.00681236          [ 0.00392235 0.00317817 0.00032973 ]

0.00518191          [ 0.00717486 0.00562773 0.000594074 ]

0.00197716          [ 0.0109505 0.0030104 0.00113609 ]

0.000553074          [ 0.0527278 0.0137374 0.00556605 ]

0.00635158          [ 0.00173526 0.0042069 0.00035365 ]

0.00696594          [ 0.0022416 0.00533732 0.000441927 ]

0.000360895          [ 0.0164925 0.0305398 0.00622408 ]

0.00215246          [ 0.00352982 0.00725442 0.00143019 ]

0.00336452          [ 0.00716045 0.0085472 0.000838571 ]

0.00267718          [ 0.00459664 0.00901623 0.00105591 ]

2.29256e-05          [ 1.17593 1.69809 0.1375 ]

0.00444808          [ 0.0060381 0.00863658 0.000713889 ]

2.29256e-05          [ 0.301905 1.17593 0.1375 ]

0.00232396          [ 0.00334428 0.011557 0.00136639 ]

0.00315362          [ 0.0123445 0.00599069 0.000999573 ]

0.00481711          [ 0.00797495 0.00401283 0.000659199 ]

0.00473506          [ 0.00398988 0.00146172 0.000665729 ]

0.00149474          [ 0.0129322 0.00519955 0.00212441 ]

0.00139982          [ 0.0163237 0.0209303 0.00211765 ]

2.35816e-05          [ 0.642682 1.0565 0.1375 ]

2.37496e-05          [ 1.6836 1.68238 0.1375 ]

0.00147367          [ 0.0051188 0.027133 0.00221595 ]

0.00165786          [ 0.0241009 0.00453253 0.00196975 ]

0.00203983          [ 0.00368379 0.00369805 0.00160091 ]

0.00420102          [ 0.00553498 0.00614681 0.000569592 ]

0.00220197          [ 0.00407929 0.0105599 0.00108669 ]

0.0032012          [ 0.00803502 0.00359491 0.000744596 ]

0.00167933          [ 0.0068794 0.00534884 0.00142489 ]

1.74812e-05          [ 1.29735 1.61721 0.1375 ]

0.000974631          [ 0.00686581 0.0232695 0.00246623 ]

0.00388816          [ 0.00731695 0.0031809 0.000622171 ]

0.00287428          [ 0.00430293 0.00234403 0.000841635 ]

0.00441686          [ 0.00778094 0.00907449 0.00074067 ]

0.00325713          [ 0.00230379 0.0105514 0.00100439 ]

0.00431514          [ 0.00928841 0.00306298 0.00075813 ]

0.001255          [ 0.0105316 0.00597909 0.00260673 ]

0.00525522          [ 0.00321666 0.00375071 0.000366835 ]

0.00468499          [ 0.00178251 0.00361697 0.000412489 ]

0.00319655          [ 0.00938398 0.0011302 0.000765865 ]

0.00392875          [ 0.00814417 0.0076351 0.000623132 ]

0.000645035          [ 0.00560083 0.00870145 0.00379534 ]

0.0034841          [ 0.00161096 0.00918354 0.000702656 ]

1.7591e-05          [ 1.66069 0.186026 0.1375 ]

0.00328812          [ 0.00970453 0.00888448 0.000735607 ]

0.00109386          [ 0.00299159 0.00545665 0.00221122 ]

0.00596297          [ 0.00100098 0.00535129 0.00040563 ]

0.00331164          [ 0.00504701 0.00933384 0.000921587 ]

0.00566984          [ 0.00265971 0.00520476 0.000509615 ]

0.00375843          [ 0.00844061 0.0075301 0.000830197 ]

0.00770107          [ 0.00418806 0.00381499 0.000409245 ]

0.00199888          [ 0.00678062 0.00845161 0.00154347 ]

0.000329676          [ 0.0408022 0.0492533 0.00943288 ]

0.00274494          [ 0.0103104 0.00497709 0.00113672 ]

0.00231651          [ 0.0126826 0.00586627 0.0013605 ]

0.00151676          [ 0.0102851 0.0264466 0.00197024 ]

0.00277523          [ 0.00120865 0.00562117 0.00107681 ]

2.17337e-05          [ 1.84566 1.28222 0.1375 ]

0.00153563          [ 0.0181472 0.0021843 0.00194603 ]

0.00801092          [ 0.00440051 0.00407239 0.000407184 ]

0.00248176          [ 0.0059726 0.0142045 0.00131436 ]

0.00560142          [ 0.00582562 0.00217751 0.000582489 ]

0.000298146          [ 0.0408995 0.0497159 0.0109407 ]

0.00533522          [ 0.00670629 0.000529777 0.000505105 ]

0.0120195          [ 0.00302603 0.0029768 0.000224207 ]

1.95989e-05          [ 0.144216 0.174407 0.1375 ]

0.00725428          [ 0.000471195 0.00501377 0.000371483 ]

0.000672727          [ 0.040107 0.041879 0.00383641 ]

1.87699e-05          [ 0.499023 1.43747 0.1375 ]

0.00470709          [ 0.00616381 0.00231082 0.000564912 ]

0.00261456          [ 0.0040384 0.00358247 0.000987108 ]

0.00412265          [ 0.0071025 0.00631488 0.000719487 ]

0.00227101          [ 0.0105344 0.0056063 0.00119888 ]

0.00224523          [ 0.0186596 0.0185044 0.00167726 ]

2.73878e-05          [ 0.48303 1.5297 0.1375 ]

0.00609706          [ 0.00681419 0.00211259 0.000617647 ]

0.0022945          [ 0.00561368 0.00576559 0.00164124 ]

0.00371431          [ 0.0076695 0.00782693 0.000896753 ]

1.53504e-05          [ 1.02939 0.614225 0.1375 ]

0.00166163          [ 0.00553204 0.00775137 0.00120875 ]

0.00354614          [ 0.0071766 0.00865253 0.000798263 ]

0.00711227          [ 0.0037597 0.00442401 0.000407993 ]

0.00296505          [ 0.00353838 0.00858305 0.000954705 ]

0.00606719          [ 0.00177061 0.00440731 0.00047827 ]

0.00372922          [ 0.00936504 0.00480347 0.000865685 ]

0.00138937          [ 0.0198699 0.00973895 0.00183302 ]

0.001841          [ 0.00973506 0.00653991 0.00175427 ]

1.86496e-05          [ 0.730626 0.509588 0.1375 ]

2.11673e-05          [ 1.88604 1.63518 0.1375 ]

0.00304148          [ 0.0113801 0.000793127 0.000956935 ]

0.000112543          [ 0.0686166 0.35473 0.0258613 ]

0.000934278          [ 0.00258197 0.00826552 0.00311524 ]

0.00842623          [ 0.00397715 0.00264319 0.000326582 ]

0.0065747          [ 0.00270048 0.00509717 0.000418552 ]

0.00259514          [ 0.00858224 0.00251031 0.00106039 ]

2.00135e-05          [ 0.325511 0.887145 0.1375 ]

0.000453142          [ 0.0518113 0.0446954 0.00551303 ]

0.00408618          [ 0.00754688 0.00592392 0.000844317 ]

0.00296466          [ 0.0101418 0.00541103 0.000961788 ]

0.00212427          [ 0.00788232 0.00560767 0.00139968 ]

0.00216096          [ 0.00714076 0.0120328 0.00110283 ]

0.00356522          [ 0.00357784 0.00622855 0.000559613 ]

1.73321e-05          [ 0.499755 0.890308 0.1375 ]

0.0032328          [ 0.00776984 0.00572825 0.000710551 ]

0.0032995          [ 0.0066709 0.00487832 0.000598657 ]

0.00134882          [ 0.00505192 0.00945702 0.00147918 ]

0.00210287          [ 0.00901404 0.00404202 0.00111773 ]

0.0017846          [ 0.00906972 0.00378807 0.00111293 ]

0.000126843          [ 0.14027 0.0881798 0.0172256 ]

0.00422314          [ 0.00333924 0.00447083 0.000530227 ]

0.00217105          [ 0.00525491 0.00720676 0.00083123 ]

0.00356401          [ 0.00533038 0.0102922 0.000778546 ]

0.00213822          [ 0.00172041 0.00888474 0.00129769 ]

0.00463202          [ 0.00791908 0.0046119 0.000599036 ]

0.00235601          [ 0.0090672 0.00156137 0.00117773 ]

1.24448e-05          [ 1.25321 1.39152 0.1375 ]

0.00278081          [ 0.00275564 0.00567397 0.000622563 ]

